rating,reviews,amenities,price,country,bathrooms,beds,guests,toiles,bedrooms,studios,latitude,longitude
0.0,2.0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3648, Cuba,2,2,4,0,1,0,21.7990139,-80.0339601
4.67,9.0,"Mountain view,City skyline view,Wifi,Washing machine,Air conditioning,Shared patio or balcony,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1908, Cuba,1,3,2,0,1,0,21.8052055,-79.9845797
4.67,6.0,"Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6293, Cuba,2,4,7,0,2,0,21.7990139,-80.0339601
4.93,16.0,"Ski-in/Ski-out,Kitchen,Wifi,TV,EV charger,Washing machine,Dryer,Air conditioning,Patio or balcony,Garden",3694, Cuba,1,2,3,0,1,0,20.3734145,-76.6494244
4.83,6.0,"City skyline view,Courtyard view,Wifi,Free on-street parking,Pets allowed,TV,EV charger,Washing machine,Dryer,Air conditioning",3917, Cuba,2,3,5,0,2,0,21.8052055,-79.9845797
5.0,8.0,"Wifi,Pets allowed,TV,EV charger,Washing machine,Air conditioning,Garden,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,1,2,4,0,1,0,22.406628,-79.9651013
0.0,0.0,"Free on-street parking,Pets allowed,Washing machine,Dryer,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4543, Cuba,2,4,6,0,2,0,21.8052055,-79.9845797
5.0,8.0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1094, Cuba,1,2,4,0,1,0,21.8052055,-79.9845797
5.0,5.0,"City skyline view,Park view,Wifi,TV,AC – split-type ductless system,Shared patio or balcony,Shared backyard – Not fully fenced,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1817, Cuba,1,2,3,0,1,0,21.3791765,-77.9183681
5.0,3.0,"Kitchen,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5906, Cuba,2,4,7,0,2,0,21.8052055,-79.9845797
5.0,3.0,"Wifi,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Smoking allowed,Paid parking off premises,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1459, Cuba,1,2,3,0,1,0,22.406628,-79.9651013
5.0,4.0,"City skyline view,Courtyard view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Pets allowed,AC – split-type ductless system,Shared patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",1090, Cuba,1,1,2,0,1,0,21.8052055,-79.9845797
4.77,13.0,"Wifi,Free on-street parking,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1817, Cuba,1,2,3,0,1,0,22.406628,-79.9651013
0.0,0.0,"Courtyard view,Kitchen,Wifi,Free parking on premises,Private pool,Private hot tub,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1817, Cuba,1,2,3,0,1,0,22.406628,-79.9651013
0.0,1.0,"Kitchen,Wifi,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Private garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,3,2,5,0,2,0,21.3791765,-77.9183681
4.7,10.0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Air conditioning,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,1,4,2,0,1,0,20.3734145,-76.6494244
4.67,7.0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1368, Cuba,3,2,3,0,3,0,20.3734145,-76.6494244
5.0,3.0,"Wifi,Free on-street parking,Pets allowed,TV,Air conditioning,Patio or balcony,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",4736, Cuba,3,6,9,0,3,0,21.8052055,-79.9845797
4.75,4.0,"Kitchen,Wifi,TV,Washing machine,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2052, Cuba,1,2,3,0,1,0,21.3791765,-77.9183681
5.0,5.0,"Kitchen,Wifi,Free on-street parking,Pets allowed,Washing machine,Dryer,Air conditioning,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1817, Cuba,1,2,4,0,1,0,22.4950138,-79.5448653
5.0,6.0,"Wifi,Free on-street parking,TV,Washing machine,Dryer,Air conditioning,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3089, Cuba,1,2,4,0,1,0,22.4950138,-79.5448653
0.0,0.0,"Wifi,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Hair dryer,Smoking allowed,Long-term stays allowed",2150, Cuba,1,1,2,0,1,0,22.1459864,-80.4530775
5.0,6.0,"Free on-street parking,Pets allowed,Washing machine,Dryer,Air conditioning,Luggage drop-off allowed,Hair dryer,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1817, Cuba,1,2,3,0,1,0,21.8052055,-79.9845797
0.0,2.0,"Wifi,Dedicated workspace,Washing machine,Air conditioning,Shared patio or balcony,Garden,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5451, Cuba,3,7,9,0,3,0,22.4950138,-79.5448653
0.0,1.0,"Wifi,Air conditioning,Luggage drop-off allowed,Hair dryer,Smoking allowed,Long-term stays allowed,Paid parking off premises,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2544, Cuba,1,2,3,0,1,0,22.4950138,-79.5448653
4.86,15.0,"TV,Washing machine,Dryer,Air conditioning,Garden,Luggage drop-off allowed,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2554, Cuba,1,4,2,0,1,0,20.3734145,-76.6494244
0.0,1.0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2098, Cuba,1,2,3,0,1,0,22.5243036,-79.4719441
0.0,2.0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washing machine,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1433, Cuba,1,2,2,0,1,0,21.8052055,-79.9845797
5.0,4.0,"Beach access – Beachfront,Free parking on premises,Pets allowed,Dryer,Air conditioning,Hair dryer,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",818, Cuba,1,2,3,0,1,0,20.3477869,-74.4968647
0.0,1.0,"Kitchen,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3180, Cuba,2,4,6,0,2,0,21.8052055,-79.9845797
0.0,2.0,"Kitchen,Wifi,Free on-street parking,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Patio or balcony,Garden",1064, Cuba,1,2,3,0,1,0,21.8052055,-79.9845797
5.0,3.0,"Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Luggage drop-off allowed",3283, Cuba,1,2,3,0,1,0,21.3791765,-77.9183681
4.67,3.0,"City skyline view,Kitchen,Free on-street parking,TV,Washing machine,Dryer,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2098, Cuba,1,1,2,0,1,0,20.8869704,-76.2591995
0.0,2.0,"City skyline view,Courtyard view,Free on-street parking,Pets allowed,HDTV,Central air conditioning,Private patio or balcony,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1363, Cuba,1,1,2,0,1,0,22.1459864,-80.4530775
0.0,2.0,"Kitchen,Wifi,Free on-street parking,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",810, Cuba,2,4,5,0,2,0,21.8052055,-79.9845797
0.0,2.0,"Kitchen,Wifi,Free on-street parking,Pets allowed,TV with standard cable/satellite,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1824, Cuba,1,2,3,0,1,0,21.8052055,-79.9845797
4.6,5.0,"Wifi,Free parking on premises,Pets allowed,Washing machine,Dryer,Air conditioning,Hair dryer,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1824, Cuba,1,2,4,0,1,0,22.1067153,-78.6269737
0.0,1.0,"Courtyard view,Garden view,Beach access,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,70"" TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2787, Cuba,1,2,3,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Kitchen,Wifi,Free on-street parking,TV,Washing machine,Air conditioning,Bath,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",909, Cuba,1,2,4,0,1,0,21.8052055,-79.9845797
0.0,1.0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",2554, Cuba,1,3,7,0,1,0,21.8052055,-79.9845797
0.0,2.0,"Pets allowed,TV,Air conditioning,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1367, Cuba,1,2,3,0,1,0,22.406628,-79.9651013
0.0,2.0,"Courtyard view,Garden view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,HDTV with Netflix,EV charger,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",2736,Cuba,1,1,2,0,1,0,23.0131338,-80.8328748
5.0,3.0,"Kitchen,Pets allowed,Washing machine,Dryer,Air conditioning,Patio or balcony,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",909, Cuba,1,2,3,0,1,0,21.8052055,-79.9845797
0.0,1.0,"Wifi,Washing machine,Dryer,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,1,1,2,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Wifi,Free parking on premises,TV,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2726, Cuba,3,11,15,0,3,0,22.406628,-79.9651013
0.0,0.0,"Wifi,TV,Washing machine,Dryer,Air conditioning,Luggage drop-off allowed,Hair dryer,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3089, Cuba,1,2,4,0,1,0,21.8052055,-79.9845797
0.0,2.0,"Kitchen,Free parking on premises,TV,Washing machine,Air conditioning,Shared patio or balcony,Shared backyard – Fully fenced,Luggage drop-off allowed,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",1899, Cuba,1,1,2,0,1,0,20.8869704,-76.2591995
0.0,2.0,"Wifi,Air conditioning,Hair dryer,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1227, Cuba,1,2,2,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2462, Cuba,1,2,4,0,1,0,22.5243036,-79.4719441
0.0,0.0,"Kitchen,Wifi,Free parking on premises,TV,Washing machine,Air conditioning,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1915, Cuba,1,2,2,0,1,0,20.3734145,-76.6494244
0.0,2.0,"Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,AC – split-type ductless system,Patio or balcony,Garden,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",912, Cuba,1,2,3,0,1,0,21.8052055,-79.9845797
0.0,1.0,"Free on-street parking,Pets allowed,Washing machine,Dryer,Air conditioning,Luggage drop-off allowed,Hair dryer,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3180, Cuba,1,3,5,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Garden view,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6437, Cuba,1,2,2,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Wifi,Free parking on premises,Pets allowed,Washing machine,Dryer,Air conditioning,Hair dryer,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",912, Cuba,1,2,4,0,1,0,21.8052055,-79.9845797
0.0,1.0,"Kitchen,Pets allowed,Washing machine,Dryer,Air conditioning,Hair dryer,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",909, Cuba,1,2,4,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Wifi,Free parking on premises,Pets allowed,Washing machine,Air conditioning,Patio or balcony,Garden,Cot,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",3180, Cuba,1,2,3,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Pets allowed,Air conditioning,Private patio or balcony,Hair dryer,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1635, Cuba,1,2,3,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Paid washer – In unit,Dryer,AC – split-type ductless system,Shared backyard – Fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1363, Cuba,1,2,2,0,1,0,21.8052055,-79.9845797
0.0,1.0,"Free parking on premises,Pets allowed,Washing machine,Dryer,Air conditioning,Patio or balcony,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1726, Cuba,1,1,2,0,1,0,21.8052055,-79.9845797
0.0,0.0,"Kitchen,TV,Washing machine,Dryer,AC – split-type ductless system,Shared backyard – Fully fenced,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",5088, Cuba,1,1,2,0,1,0,21.3791765,-77.9183681
0.0,0.0,"Kitchen,Wifi,Dedicated workspace,TV,Washing machine,Air conditioning,Paid parking on premises,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1199, Cuba,1,2,3,0,1,0,22.1459864,-80.4530775
0.0,1.0,"Public or shared beach access,Kitchen,Dedicated workspace,Free on-street parking,TV,Paid washer – In unit,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",17172, Cuba,4,6,10,0,4,0,23.149578,-81.260025
4.55,11.0,"Bay view,Ocean view,Public or shared beach access – Beachfront,Wifi,Dedicated workspace,Free driveway parking on premises,Pets allowed,Paid washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,1,2,4,0,1,0,22.284957,-81.2042391
4.89,187.0,"Courtyard view,Beach access,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,42"" HDTV with standard cable/satellite,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1544, Cuba,1,1,2,0,1,0,23.1226892,-81.2906005
4.77,39.0,"Bay view,City skyline view,Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,EV charger,Washing machine",10579, Cuba,2,4,4,0,2,0,23.149578,-81.260025
4.93,31.0,"Wifi,Free parking on premises,TV,Washing machine,Air conditioning,Garden,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3842, Cuba,1,1,2,0,1,0,23.149578,-81.260025
4.95,168.0,"Wifi,Washing machine,Air conditioning,Patio or balcony,Garden,Hair dryer,Refrigerator,Microwave,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,1,2,3,0,1,0,20.0214263,-75.8294928
5.0,3.0,"City skyline view,Courtyard view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,32"" HDTV,Paid washer – In unit,Free dryer,AC – split-type ductless system",1686, Cuba,1,2,3,0,1,0,22.1459864,-80.4530775
4.84,102.0,"Garden view,Public or shared beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,32"" HDTV with Apple TV, Netflix, Disney+, Amazon Prime Video,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1824, Cuba,1,2,3,0,1,0,23.149578,-81.260025
4.74,272.0,"Wifi,Pets allowed,Washing machine,Dryer,Air conditioning,Garden,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,1,2,4,0,1,0,22.1459864,-80.4530775
4.78,88.0,"Beach access,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Shared patio or balcony,Private backyard – Fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",2476, Cuba,1,1,3,0,1,0,23.1226892,-81.2906005
4.83,54.0,"Beach access – Beachfront,Free parking on premises,Pool,Pets allowed,TV,Washing machine,Dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2736, Cuba,4,5,9,0,4,0,23.0469236,-81.5783032
4.87,31.0,"Courtyard view,Garden view,Public or shared beach access,Wifi,Dedicated workspace,Free parking on premises – 3 spaces,32"" HDTV with standard cable/satellite,Paid washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3648, Cuba,2,4,8,0,2,0,23.1226892,-81.2906005
4.83,144.0,"Beach access,Kitchen,Wifi,Free on-street parking,HDTV,Paid washer – In unit,Dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2837, Cuba,1,2,3,0,1,0,23.149578,-81.260025
4.78,77.0,"Bay view,City skyline view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,32"" HDTV with standard cable/satellite,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1688, Cuba,2,3,4,0,2,0,20.0214263,-75.8294928
4.81,21.0,"Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Smoking allowed,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",8208, Cuba,2,5,9,0,3,0,23.149578,-81.260025
4.81,119.0,"Beach access – Beachfront,Kitchen,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,1,2,3,0,1,0,20.3477869,-74.4968647
5.0,3.0,"Public or shared beach access,Kitchen,Dedicated workspace,Free parking on premises,Pets allowed,32"" TV with standard cable/satellite,Window AC unit,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6031, Cuba,2,3,6,0,2,0,23.149578,-81.260025
4.91,35.0,"Wifi,Dedicated workspace,Free parking on premises,TV,Washing machine,Air conditioning,Shared patio or balcony,Private garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm",1565, Cuba,1,1,2,0,1,0,20.0214263,-75.8294928
4.82,107.0,"Beach access – Beachfront,Wifi,Free parking on premises,TV,Washing machine,Air conditioning,Shared patio or balcony,Private backyard – Fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3192, Cuba,1,1,2,0,1,0,23.149578,-81.260025
4.94,47.0,"Wifi,Free parking on premises,Pets allowed,Washing machine,Dryer,Air conditioning,Patio or balcony,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6360, Cuba,2,3,5,0,2,0,22.1459864,-80.4530775
4.95,81.0,"Beach access – Beachfront,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2189, Cuba,1,1,2,0,1,0,23.149578,-81.260025
4.97,107.0,"Bay view,Beach access – Beachfront,Wifi,Free parking on premises,Air conditioning,Patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3634, Cuba,1,2,3,0,1,0,22.284957,-81.2042391
4.82,11.0,"City skyline view,Pool view,Public or shared beach access,Wifi,Dedicated workspace,Free parking on premises,32"" HDTV with standard cable/satellite,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6485, Cuba,5,4,7,0,3,0,23.1226892,-81.2906005
4.83,66.0,"Bay view,City skyline view,Beach access – Beachfront,Kitchen,Free parking on premises,TV,Lift,Washing machine,Dryer,Air conditioning",2090, Cuba,1,1,2,0,1,0,23.0469236,-81.5783032
4.94,134.0,"Public or shared beach access,Kitchen,Wifi,Free carport on premises,32"" HDTV,Paid washer – In unit,Air conditioning,Bath,Private patio or balcony,Security cameras on property",1454, Cuba,1,1,2,0,1,0,22.1459864,-80.4530775
4.95,73.0,"City skyline view,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",1817, Cuba,3,5,8,0,3,0,20.0214263,-75.8294928
4.79,38.0,"Wifi,Free on-street parking,Washing machine,Dryer,Air conditioning,Shared patio or balcony,Shared backyard – Not fully fenced,Luggage drop-off allowed,Refrigerator,Smoking allowed",1544, Cuba,1,2,3,0,1,0,22.1459864,-80.4530775
5.0,3.0,"City skyline view,Courtyard view,Dedicated workspace,TV,AC – split-type ductless system,Shared patio or balcony,Shared backyard – Fully fenced,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",6152, Cuba,2,3,5,0,2,0,23.149578,-81.260025
4.88,129.0,"Bay view,City skyline view,Kitchen,Wifi,Pets allowed,HDTV with standard cable/satellite,Paid washer – In building,Free dryer – In building,AC – split-type ductless system,Shared patio or balcony",866, Cuba,1,2,3,0,1,0,20.0214263,-75.8294928
4.69,45.0,"Courtyard view,Beach access,Free parking on premises,32"" HDTV,EV charger,Central air conditioning,Shared patio or balcony,Private backyard – Fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2280, Cuba,1,1,2,0,1,0,23.149578,-81.260025
4.76,21.0,"Beach access,Wifi,Free parking on premises,TV,Washing machine,Dryer,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2453, Cuba,1,1,2,0,1,0,23.149578,-81.260025
4.57,56.0,"Kitchen,Pets allowed,Washing machine,Dryer,Air conditioning,Children’s books and toys,Hair dryer,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2216, Cuba,4,7,12,0,4,0,20.0214263,-75.8294928
0.0,1.0,"Bay view,City skyline view,Kitchen,Wifi,Dedicated workspace,21"" TV,Paid washer – In unit,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2736, Cuba,1,2,4,0,1,0,22.1459864,-80.4530775
4.83,6.0,"Wifi,Dedicated workspace,Free parking on premises,Air conditioning,Hair dryer,Refrigerator,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",3180, Cuba,1,1,2,0,1,0,22.1459864,-80.4530775
4.69,30.0,"Kitchen,Wifi,Air conditioning,Hair dryer,Refrigerator,Smoking allowed,Paid parking off premises,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",821, Cuba,2,4,3,0,2,0,20.0214263,-75.8294928
4.93,125.0,"Kitchen,Wifi,Free parking on premises,Washing machine,Dryer,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2090, Cuba,1,1,2,0,1,0,22.0695231,-81.0281392
4.89,166.0,"Bay view,City skyline view,Wifi,Free parking on premises,TV,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",2371, Cuba,1,2,3,0,1,0,22.1459864,-80.4530775
